 ,0 minute,1 minute,2 minute,3 minute,4 minute,5 minute,6 minute,7 minute,8 minute,9 minute,10 minute,11 minute,12 minute,13 minute,14 minute,15 minute,16 minute,17 minute,18 minute,19 minute,20 minute,21 minute,22 minute,23 minute,24 minute,25 minute,26 minute,27 minute,28 minute,29 minute,30 minute,31 minute,32 minute,33 minute,34 minute,35 minute,36 minute,37 minute,38 minute,39 minute,40 minute,41 minute,42 minute,43 minute,44 minute,45 minute,46 minute,47 minute,48 minute,49 minute,50 minute,51 minute,52 minute,53 minute,54 minute,55 minute,56 minute,57 minute,58 minute,59 minute,60 minute
p23,0.0,92.51044897718475,121.48355142121035,148.97239538946124,176.85164879654792,205.30802952514162,234.64160114438718,264.5221426396873,294.55436551120283,324.6109434902387,354.6283343365378,385.6820124900709,416.7638560235339,447.8286888415709,478.82112580338486,509.7275025507743,542.046410253549,573.2270677779471,604.3572225089092,635.4293377598113,666.439819963828,696.3507751304204,727.0823804354904,757.7305455764714,788.2795219868009,818.7186683874049,849.4508304119137,879.9089512344183,910.2300913498359,940.4127453260486,970.4567758001984,1000.7215683461247,1030.7344626004913,1060.6105312497111,1090.3290050191258,1119.8773150464895,1152.7662304616324,1183.2585178796871,1213.6480062730552,1243.8851774297377,1273.9471469141643,1305.5757282103584,1335.9002755170882,1366.0838561497142,1396.08216166577,1425.8696545579328,1456.1153136838327,1486.5824966584462,1516.8343213308794,1546.8117724102942,1576.4960445762715,1604.9321341943562,1634.1773327670146,1663.1064209785188,1691.6954804190786,1719.93536251795,1749.239264890389,1777.4571098353927,1805.3353520548926,1832.8531069033945,1859.9939949001325
p24,0.0,302.9436909393902,394.9570043310589,481.83044560959974,569.2513587050338,657.9280650687826,748.9018499029273,841.351206631833,934.1239830637218,1026.8836224551003,1119.4657437928697,1215.2384853005747,1311.042734710899,1406.7775928204114,1502.2650099265545,1597.4567818023481,1697.2733097479318,1793.3090333308517,1889.1576299446726,1984.7975058887992,2080.220946865649,2171.9910003313366,2266.4574865226564,2360.6580311929406,2454.5520504789174,2548.110231700752,2642.6250769347516,2736.2892501242804,2829.54188509225,2922.3660781215713,3014.7579276066763,3107.870159479217,3200.171077719838,3292.0576138951483,3383.470404179809,3474.3739989361015,3576.2575498781143,3670.2492503428525,3763.944447369442,3857.190974326292,3949.9207039951884,4047.849782382707,4141.503123182484,4234.7504370795605,4327.4670339128215,4419.580184782798,4513.101987453049,4607.445992624931,4701.2003012408795,4794.166696345324,4886.277091649263,4974.306569880158,5065.111704628978,5154.999531230591,5243.8954052063045,5331.76814674258,5423.200077636401,5511.179403330935,5598.1708060140945,5684.098414016746,5768.906308628424
p25,0.0,1037.6138728889036,1342.450651155549,1629.9892729928763,1917.710037106264,2208.284071390101,2505.247526006428,2806.459621552827,3108.3083222310124,3409.8530513126075,3710.660258233336,4021.768936256378,4332.84886516396,4643.7055033249035,4953.751464633811,5262.809384986084,5587.7550895998975,5899.632979704818,6210.840688501459,6521.30328601704,6830.995877411415,7128.0236327091825,7434.311066133391,7739.690517458742,8044.051236311855,8347.307542272181,8653.783325506976,8957.458901366974,9259.82372567402,9560.786353897762,9860.317617725272,10162.276680542793,10461.46820993002,10759.305035999047,11055.607414724413,11350.269586381319,11682.57670535458,11987.691804984188,12291.879709296783,12594.64839222887,12895.781586311026,13214.875818669987,13519.27357506511,13822.398062269793,14123.88118876473,14423.50897302227,14727.575021569568,15034.7086456592,15340.146762891636,15643.207802537616,15943.639991507736,16230.089356355287,16526.398062135617,16819.890525235744,17110.325463673158,17397.594756877676,17697.212652393213,17985.298988642633,18270.364758448613,18552.12867228928,18830.386494444865
p26,0.0,3234.80616537985,4151.772598798452,5018.929191070716,5883.079317266212,6753.235156854664,7640.1945447986045,8538.905704526082,9438.710822650779,10337.054475930101,11232.841380966225,12158.962769648506,13084.705719107214,14009.902443862296,14932.82030196138,15852.905654958015,16822.86008813596,17751.90388378504,18678.961197887103,19603.781508104064,20526.277426374534,21408.983810435566,22320.78007105325,23229.841370851784,24135.886477267853,25038.680249310863,25951.365841542578,26855.67278691902,27756.24827566432,28652.71836178182,29544.94142318426,30444.67536085851,31335.854160829538,32223.01143168256,33105.63636189099,33983.4331809214,34978.7329138361,35888.715887784696,36796.065463546394,37699.31246414721,38597.82399160424,39552.78703074,40461.72606089351,41366.97794066418,42267.53829748396,43162.8350141439,44070.69121645832,44988.776148986246,45902.46368584582,46809.637020753835,47709.47695269568,48565.63548520547,49453.582459673285,50333.63859304914,51205.089821768255,52067.60001934034,52969.020032938104,53835.24066966051,54693.07649809672,55541.58838521241,56380.085008449256
p27,0.0,7904.69207142724,10060.913552732682,12111.486931411882,14149.036790383194,16196.70439481751,18280.38826596242,20391.31044958462,22504.291884176662,24613.379970566024,26716.079872515533,28888.922813153637,31060.270696966847,33230.668421612834,35396.07593851884,37555.20166219827,39837.102250933305,42018.77870100392,44196.048900587855,46368.25965207457,48535.178523792376,50604.37044041703,52745.41906858375,54880.160040441864,57008.033210696114,59128.52577254232,61272.90927377664,63397.65449372355,65514.2496921308,67621.58788782381,69719.21186691687,71835.2027750034,73930.59329817341,76016.71486805636,78092.38542355274,80156.93161388536,82508.93204503978,84651.12671552226,86787.52677782696,88914.6168098968,91030.92492766253,93286.19759031139,95428.48077421066,97562.3132890942,99685.49218172327,101796.8061874558,103935.50898805869,106100.49692005033,108256.64079987218,110398.7667266026,112524.83719179963,114543.79929442126,116642.83027980202,118724.48712795803,120787.09120445645,122829.82763483906,124968.38650446096,127022.40417493109,129058.22759032976,131073.40311629922,133066.1621852354
p28,0.0,15658.572503696521,19756.537671011843,23685.602781216618,27583.474430269995,31495.609736934173,35472.2361233018,39502.94519017718,43539.39814893196,47569.69984009832,51588.601846906786,55739.79560506745,59887.44389444031,64034.27717050392,68172.33468831851,72299.1068509824,76670.81317716156,80843.44532548057,85008.30637309,89164.02757705653,93310.13986961446,97261.87421989527,101357.74156131524,105441.98613944913,109513.73862045238,113572.10868611737,117677.39101047246,121745.32124726557,125799.21850737065,129836.54374993937,133856.21015775503,137912.62172505748,141929.14216644948,145928.6770311712,149908.93634928402,153868.63517852023,158398.61172713205,162510.40471388,166612.23554937114,170697.1145091691,174762.20867848973,179104.63251004837,183222.310968177,187324.3650168835,191406.75607350696,195467.358005579,199575.5717140009,203737.86455503432,207886.13205492316,212010.00308965775,216105.39783235494,219987.6365844687,224033.0237647677,228047.4457543597,232027.65389691343,235972.03829749784,240107.4149894872,244077.57512206657,248015.94512336238,251917.3120430273,255778.10803267488
p29,0.0,29609.707472908933,37019.825865848165,44196.218710297464,51315.71127543155,58456.919837202484,65710.4672619591,73069.5201419386,80446.25739083403,87817.84159875155,95173.31944856544,102769.28957338711,110359.08293303284,117950.78035725962,125528.58240955064,133087.35912542118,141112.3938464308,148759.76821180826,156394.10128358103,164012.57521022292,171614.256948818,178846.75650186685,186355.0962654118,193842.83363160922,201308.78142257506,208751.52473605378,216282.0677795637,223744.22381427532,231183.79751209903,238595.41475642793,245976.75052920668,253428.48432273016,260806.7960798266,268155.89415737794,275471.4721357681,282751.1460347507,291110.79133245844,298675.0183324302,306223.79956684797,313743.59714340745,321229.06129899767,329242.7082454354,336830.08723285364,344390.2343291123,351915.8669690776,359403.31273428554,366968.2676381322,374638.2254910861,382288.0302898564,389897.61631416826,397459.11026040174,404615.41488084017,412088.3004339926,419508.68515228294,426870.50566224504,434170.70167948777,441833.7171798571,449187.50774749304,456488.81724844244,463727.06762074376,470895.54925750324
p30,0.0,52075.62238819917,64492.33197654046,76650.67676613275,88734.89137223383,100860.02048767926,113170.8597425937,125674.92742270135,138225.18143883251,150781.5666697015,163323.37811542477,176276.07486652912,189221.92748049248,202180.79154758464,215122.57666467203,228036.63469834288,241777.06273961108,254851.60700586785,267906.47291797615,280935.9669673542,293938.0990798063,306287.8232857299,319128.2298141077,331934.1616413866,344704.23827389866,357436.43306694384,370320.9648672774,383087.3824347637,395820.42308303807,408509.83416507154,421151.13720676414,433917.7094468866,446558.593812301,459153.28811223136,471694.25472757366,484177.36946199916,498562.5549720454,511540.40805419144,524497.7384323111,537409.9719243026,550267.4826189103,564060.3840614388,577102.0352977383,590100.3432483567,603042.8250363527,615923.4189666089,628918.8747562263,642101.9763532375,655260.7007139887,668358.8512165823,681382.0705304944,693688.7210756694,706565.804067094,719360.7103878339,732062.8830290074,744666.8782777238,757911.54783375,770616.2443551011,783241.635563659,795767.9291495932,808183.4211233068
p31,0.0,81867.26463072177,100393.33466568822,118735.99254887001,137034.21056401552,155424.4720981585,174099.49411300695,193092.86016720723,212184.3793125331,231311.86210331155,250441.45264308286,270203.5826083633,289964.6566000966,309766.74681214354,329558.78208653716,349320.5697989951,370394.7818284877,390422.16696287843,410426.0638121302,430395.7980910837,450327.0820242875,469228.6298589055,488910.96766926587,508541.7384199279,528119.460270216,547641.4509073372,567399.3682841529,586972.1719169398,606501.1780465135,625969.4426940926,645369.3297603686,664967.7341620062,684373.1791062546,703713.6563838866,722977.4418758462,742158.1711173906,764332.9310801834,784280.8412809748,804207.2842650597,824072.5545756753,843860.9129590007,865129.5548592791,885215.4366220565,905240.9650418069,925186.7071914027,945043.5268600421,965048.5451939473,985350.2661423781,1005630.7097106535,1025832.0059773376,1045930.4751776782,1064896.1202785915,1084779.5089364352,1104549.1904862758,1124188.7686310306,1143689.5727930404,1164201.87165424,1183868.8309718904,1203430.990244213,1222855.869630765,1242124.6658635049
p32,0.0,136668.50045470422,165900.56121503434,195139.36633663415,224457.77882833936,254017.27903557353,284065.3683598347,314677.263445239,345497.5147441313,376421.8786058027,407391.7115040062,439398.4450523857,471419.3485311387,503546.6528418724,535690.6942509754,567812.0769493725,602150.6687808932,634746.68068885,667320.011688269,699849.5705161893,732325.5010049568,763078.6483268742,795152.2836554976,827145.1297777544,859054.8015902217,890877.05014947,923087.0492278697,954984.5807036073,986820.4256307654,1018565.902297903,1050207.1842148567,1082180.0511174167,1113835.9538917537,1145393.7136226336,1176834.0242711713,1208146.4234074028,1244457.3710846915,1277025.1642374587,1309572.89066195,1342033.377753789,1374379.1923171233,1409207.8230167876,1442059.4657287681,1474822.4138700797,1507464.1210524715,1539969.754461315,1572669.481373173,1605859.9651622917,1639040.0445035743,1672113.3443792465,1705038.490061859,1736062.315205543,1768649.3380452762,1801070.297505764,1833298.2282592314,1865318.5490627885,1899032.2357690525,1931336.6418177292,1963496.4019167658,1995456.6122058197,2027182.4620070357
p33,0.0,203034.13090099642,243916.42955217313,285160.7602031994,326766.28361909813,368910.20940305316,411847.9038946337,455696.1843240423,499932.750149844,544394.9781349333,588988.937942872,635099.4011028921,681251.4284338988,727618.6891733544,774065.240310576,820525.8195692108,870325.1228223424,917550.9294152475,964774.683536224,1011960.7397473294,1059090.218914943,1103662.5131677336,1150227.8494787014,1196687.3184986545,1243035.8224854518,1289266.483227021,1336069.225713779,1382401.704021921,1428658.489168311,1474798.258483075,1520798.875500619,1567292.9427330552,1613323.24566073,1659222.532198721,1704962.2808192435,1750526.924290257,1803515.5063234614,1850902.599961983,1898280.778736414,1945550.6713401617,1992669.93405043,2043492.0268537235,2091373.291615192,2139140.6932415385,2186744.875915234,2234164.011218962,2281795.8045234643,2330141.006580877,2378502.6554176877,2426741.2412371095,2474793.3891087393,2520005.694964464,2567583.402489116,2614947.738081309,2662058.968217497,2708895.378506312,2758254.7250118586,2805517.4732447593,2852605.542764585,2899439.2922443054,2945964.3309080685
p34,0.0,271566.88245199353,322842.8491061472,374904.97054022254,427745.4421409083,481579.3964175395,536622.448109213,593023.0453511165,650076.944308896,707545.0602964461,765284.2344869433,825028.6629255677,884851.5357057028,945034.7583235905,1005396.4473286931,1065842.6795760633,1130815.1686614316,1192372.5446085355,1253973.5527133942,1315566.4430474793,1377121.031184853,1435267.2692670124,1496125.702728101,1556869.717248756,1617488.6166734837,1677971.6176445598,1739222.2449932639,1799838.166711262,1860373.3646374403,1920777.2534644234,1981018.8811120084,2041924.525896634,2102220.804207755,2162362.9537977045,2222312.571843467,2282048.3455114164,2351706.706243631,2413820.0875014355,2475945.703025108,2537953.8012351496,2599786.2426984715,2666585.602910457,2729447.1339549255,2792180.4744219054,2854717.1004697527,2917027.266550083,2979525.904034438,3042946.157465646,3106421.4498993186,3169774.4335708166,3232919.7904063324,3292247.09491617,3354788.591470878,3417086.089065522,3479086.0327121653,3540759.238124749,3605814.2477015583,3668054.8165743835,3730106.011483514,3791867.966274403,3853266.50264226
p35,0.0,336391.4802320405,395734.29099962395,456211.9992697787,517939.9456485187,581224.1700571784,646226.1925305286,713127.4464126684,781045.6701431853,849650.104578594,918731.9915212771,990291.6134978919,1061980.422583368,1134203.4769992111,1206736.4281983373,1279455.6381796228,1357852.1484004254,1432058.1343148928,1506375.5018282675,1580736.8955844142,1655099.9463515386,1725263.994202728,1798843.7201577346,1872322.134387075,1945679.9175622803,2018901.0424675625,2093083.3033071535,2166477.3062768495,2239794.572061882,2312981.515695975,2386000.23812349,2459850.5726722265,2532962.5821745284,2605912.9091840754,2678653.4862535284,2751156.909465367,2835935.3483335664,2911311.8252992453,2986729.535939933,3062034.8961768746,3137155.261133581,3218439.9682097742,3294845.076880784,3371123.003680462,3447185.103962101,3522992.555647081,3598924.10124024,3675946.039230095,3753065.276622501,3830078.0119427927,3906880.675355704,3978932.9028686327,4055017.9152217247,4130848.851218558,4206357.9046101,4281508.180570152,4360852.137003877,4436693.913851032,4512343.065857762,4587688.1470110705,4662637.43190248
p36,0.0,495402.2213578642,576793.2181132009,659791.963313712,744901.2964154945,832698.7784881557,923338.6093004979,1017120.1631775183,1112748.7226404299,1209692.9542257227,1307595.3015038467,1409186.1385150808,1511038.904583826,1613817.9983889316,1717192.0217022984,1820966.1541472801,1933198.6436126803,2039332.1300632355,2145713.1227805843,2252237.805247026,2358836.984320042,2459295.8693662505,2564855.906027389,2670329.289608093,2775678.3842573618,2880874.4736466757,2987504.8070969917,3092977.661642328,3198364.694382565,3303602.4816244366,3408639.518842584,3514915.9168710965,3620130.3667682256,3725151.0901896623,3829907.4424306587,3934357.62253799,4056842.7888544295,4165421.891250568,4274093.608045533,4382646.1425332725,4490974.120577616,4608385.887647908,4718617.0327598015,4828709.392225381,4938528.221193083,5048012.097499688,5157535.268462128,5268578.73683372,5379792.470342247,5490904.5016930215,5601769.283155013,5705616.497420493,5815458.909906678,5924994.101285083,6034120.385178978,6142781.317605341,6257616.953056285,6367275.155072232,6476694.648722885,6585732.235927051,6694252.197704044
p37,0.0,623270.8255960689,718409.7738985932,815164.6490716084,914709.1805517805,1017984.6978850614,1125157.3266770043,1236685.6776295092,1350987.9471924172,1467369.731585036,1585332.794898882,1708059.4120462525,1831261.2420339605,1955841.9842897453,2081379.8135149626,2207610.2252821955,2344619.394250327,2474083.9244317934,2603983.949840915,2734178.620743966,2864570.821048631,2987315.789096794,3116563.674840893,3245790.420631098,3374938.8698190353,3503964.4762237677,3634828.1039348063,3764255.5446336525,3893608.6145812864,4022824.2897390844,4151845.9390506265,4282449.355538832,4411751.655210082,4540869.312458668,4669715.538756286,4798236.602519918,4949389.333866436,5082996.804258512,5216760.305288219,5350431.978886581,5483884.690028169,5628772.157331856,5764641.76831305,5900404.124952386,6035887.906921123,6171010.609941107,6306034.225593367,6442867.434763964,6579939.282375772,6716946.0214712275,6853717.198519082,6981643.345712232,7117173.311307522,7252401.483520723,7387200.938353924,7521497.705837051,7663569.664991473,7799114.693141804,7934408.772908806,8069296.351720779,8203614.662695953
p38,0.0,593552.6678426552,677563.9315059439,762487.4520929245,849991.7471054171,941220.7533098019,1036346.3804880793,1135915.2738196028,1238500.0727088938,1343450.1999554983,1450272.3200425254,1561785.5735087597,1673929.587347758,1787619.6470779884,1902449.76049304,2018150.2860910275,2144257.8423913084,2263346.031813066,2382994.2502785106,2503050.5185101614,2623409.998905217,2736592.0610434045,2856043.4392211386,2975563.450808123,3095092.222055797,3214577.6324913814,3335849.7168789813,3455786.9778286135,3575685.4450099217,3695493.756637753,3815165.041687033,3936357.3885377697,4056338.9698188384,4176193.83365445,4295842.909906382,4415234.931756972,4556083.499376935,4680207.878794062,4804513.474867028,4928775.547385971,5052880.687732174,5187854.936660111,5314264.723258009,5440630.290623915,5566789.507402202,5692660.963442382,5818316.17238494,5945595.444973329,6073109.0620020395,6200604.93070676,6327935.723920297,6446841.928873406,6573018.511169386,6698976.624098085,6824601.954785355,6949822.918869712,7082441.242540274,7208847.143831114,7335053.4129535,7460929.386293289,7586325.635726992
p39,0.0,918025.381867996,1038362.9466787595,1158902.8290719977,1283025.5586455856,1412913.73381967,1548911.631459923,1692052.4512317318,1840289.7067751586,1992677.4159640467,2148467.0283352803,2311751.361496988,2476297.7926941323,2643612.229958221,2813068.6302582473,2984232.9046524623,3171729.8098175414,3348688.0348019195,3526796.602956271,3705778.558651658,3885448.7180297067,4054244.7914266284,4232874.941591921,4411767.614264932,4590831.412430582,4769970.427859518,4951954.129718375,5131958.30428591,5311975.521197603,5491924.766416063,5671738.124426199,5853928.648120446,6034291.234996884,6214530.253664043,6394529.094247113,6574209.222988263,6786881.379439466,6973697.498003325,7160855.466004732,7348002.147156591,7534972.952012484,7738688.759222385,7929200.274177371,8119725.475941108,8310013.477972098,8499937.828453092,8689371.599947797,8881166.582054496,9073315.6861931,9265483.592350556,9457467.675872913,9636437.244477738,9826657.51878927,10016622.242091164,10206174.702273235,10395207.013913535,10595655.477153413,10786515.251429085,10977126.062525544,11167298.51644126,11356821.70751621
p40,0.0,2171873.5194601086,2435268.404108546,2696102.434534956,2963966.1676275977,3244922.035382212,3540051.3000911707,3852259.7920054477,4177139.218689686,4512658.9901488535,4857158.923859166,5219810.381022161,5586030.723708498,5959626.714812758,6339151.455920626,6723574.834514498,7147179.80728955,7546674.831351457,7949692.932678603,8355457.152105377,8763470.588740787,9146454.240901569,9553123.72780104,9960845.099248338,10369433.2429782,10778635.009223295,11194853.636960687,11606705.999252852,12018873.466986075,12431129.83152422,12843304.18840289,13261211.676581591,13674946.50493396,14088593.014731374,14501882.106735477,14914628.08201557,15404900.859836396,15834088.74423111,16264321.46335802,16694677.434680482,17124771.361555174,17594270.029123764,18032641.651373964,18471252.439429697,18909486.03478383,19347044.024343986,19783138.192295566,20224502.875408817,20666662.875948843,21108940.269362196,21550913.420443002,21962174.0476082,22399999.878149465,22837349.694519814,23273923.903094314,23709485.305464655,24171957.29850457,24611804.14365885,25051217.59121342,25489743.008086305,25926920.43260132
p41,0.0,1946980.8654704113,2165313.217121175,2378611.3375556367,2596712.400492824,2825675.858605336,3066723.5505544054,3322841.8811225803,3590494.7633713135,3868082.0703332024,4154257.828311399,4456881.897647432,4763039.860578902,5076405.682253832,5395739.125995074,5720145.105814634,6080068.950326068,6419066.644024917,6761989.190235828,7108032.3102641385,7456699.227351615,7783652.5558420345,8132301.765103741,8482316.230454914,8833581.175004395,9185865.721310765,9544786.703804635,9900176.57445201,10256220.474687027,10612671.979470067,10969353.62518893,11331355.49900521,11689826.248662274,12048466.902636712,12407033.280580265,12765354.805118456,13192697.919591706,13565377.093189258,13939333.048178583,14313605.882464586,14687820.02282706,15097163.200021464,15478712.135265281,15860712.57874756,16242561.210254123,16623983.2019253,17003899.089170057,17388310.460486516,17773406.23106138,18158666.029189274,18543758.090459533,18901438.682133667,19282868.692959394,19663933.61513336,20044450.23982594,20424230.94299481,20828027.854659904,21211584.114554953,21594916.889991853,21977587.769461047,22359197.34421412
